title,price,price_text,currency,price_usd,condition,metal_item_page,purity_item_page,weight_item_page,length_item_page,url,brand,metal,metal_url
Tiffany & Co Dogwood Flower Brooch Pin Sterling Silver 925 Pouch,165.0,$165.00,USD,165.0,Pre-Owned,,,,,https://www.ebay.com/itm/377392900919,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co 925 Sterling Silver 14k Gold Scalloped Ring Size 5 - Retired,150.0,$150.00,USD,150.0,Pre-Owned,,,,,https://www.ebay.com/itm/128012508278,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Sterling Silver Tiffany & Co. Lapel Pin Or Tie Pin,84.95,$84.95,USD,84.95,Pre-Owned,,,,,https://www.ebay.com/itm/147485295212,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Authentic Tiffany & Co. Sterling Silver Sculptural Circle Pendant Necklace 925,150.0,$150.00,USD,150.0,Pre-Owned,,,,,https://www.ebay.com/itm/336726374178,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co. 925 Sterling Silver Multi-Row Mesh Collar Necklace 18in,750.0,$750.00,USD,750.0,Pre-Owned,,,,,https://www.ebay.com/itm/318668647991,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
NOS  Tiffany & Co Sterling Silver Paloma Picasso Round Tag Fob Charm,195.0,$195.00,USD,195.0,Pre-Owned,,,,,https://www.ebay.com/itm/398232807137,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Vintage Tiffany and Co Sterling silver sommerset hard bangle,450.0,$450.00,USD,450.0,Pre-Owned,,,,,https://www.ebay.com/itm/128012513179,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Authentic Tiffany & Co. Elsa Peretti Tear Drop Necklace Sterling Silver 925 Used,105.0,$105.00,USD,105.0,Pre-Owned,,,,,https://www.ebay.com/itm/327293992621,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
"Authentic Tiffany & Co. Sterling Silver ""T & Co."" Dangle Lariat Necklac",220.0,$220.00,USD,220.0,Pre-Owned,,,,,https://www.ebay.com/itm/307107136468,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany and Co. Sterling Silver monogram disc pendant 16 inches,205.0,$205.00,USD,205.0,Pre-Owned,,,,,https://www.ebay.com/itm/287495047485,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
"Tiffany & Co. Sterling Silver Coin Edge Dog Pendant on 24"" Chain Necklace",350.0,$350.00,USD,350.0,Pre-Owned,,,,,https://www.ebay.com/itm/287493498841,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co. Signed 925 Sterling Silver Wide Woven Mesh Band Ring Size 6,300.0,$300.00,USD,300.0,Pre-Owned,,,,,https://www.ebay.com/itm/318670116529,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co. Signed Sterling Silver 925 Peace Sign Charm Pendant,349.0,$349.00,USD,349.0,Pre-Owned,,,,,https://www.ebay.com/itm/398238852890,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Authentic Tiffany & Co Sterling Silver Return to Tiffany Toggle Bracelet 2 Charm,550.0,$550.00,USD,550.0,Pre-Owned,,,,,https://www.ebay.com/itm/236985251322,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co. Pin Sterling Silver 2001 9/11 Enamel US Flag Ribbon - New,118.99,$118.99,USD,118.99,Brand New,,,,,https://www.ebay.com/itm/398238850898,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
"Tiffany & Co. Sterling Silver Frank Gehry Morph Pendant Necklace 16""",240.0,$240.00,USD,240.0,Pre-Owned,,,,,https://www.ebay.com/itm/168589022256,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co. Paloma Picasso Loving Heart Necklace - 925 Sterling Silver,125.0,$125.00,USD,125.0,Pre-Owned,,,,,https://www.ebay.com/itm/327293985799,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Authentic Tiffany & Co. Sterling Silver Heart Toggle Bracelet 7.5” 925 Silver,500.0,$500.00,USD,500.0,Pre-Owned,,,,,https://www.ebay.com/itm/188739472887,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany & Co Return to Supreme Heart Tag Stud Earrings Sterling Silver 925,925.0,$925.00,USD,925.0,Pre-Owned,,,,,https://www.ebay.com/itm/226507354218,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
"Authentic Return To Tiffany & Co Sterling Silver 1"" Drop Dangle Tag Earrings EUC",199.0,$199.00,USD,199.0,Pre-Owned,,,,,https://www.ebay.com/itm/198552284426,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
Tiffany Co Sterling Silver Handbag Purse Blue Enamel Heart Italy Charm Pendant,350.0,$350.00,USD,350.0,Pre-Owned,,,,,https://www.ebay.com/itm/366547895467,Tiffany & Co.,Sterling Silver,https://www.ebay.com/b/Tiffany-Co/bn_21836959?Brand=Tiffany%2520%2526%2520Co%252E&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Diamond Initial Letter K Pendant Necklace Sterling Silver Box Chain,449.99,$449.99,USD,449.99,Pre-Owned,,,,,https://www.ebay.com/itm/389636879862,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Helena Bracelet Cuff Sterling Silver w/ 18K Gold & Diamonds sz M,260.0,$260.00,USD,260.0,Pre-Owned,,,,,https://www.ebay.com/itm/336729999903,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"Authentic David Yurman 4.5mm Lexington Chain Necklace Sterling Silver 925 20""",250.0,$250.00,USD,250.0,Pre-Owned,,,,,https://www.ebay.com/itm/407123587045,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
0.30ctw Diamond David Yurman Crossover Ring Sterling Silver Multi-Band Size 9.25,1099.99,"$1,099.99",USD,1099.99,Pre-Owned,,,,,https://www.ebay.com/itm/389357390134,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver 925 Oval Link Two-Tone Cable Bracelet 12MM,225.47,$225.47,USD,225.47,Pre-Owned,,,,,https://www.ebay.com/itm/307110594697,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
DESIGNER DAVID YURMAN TWO TONE CABLE RING STERLING SILVER 18K YELLOW GOLD SZ 8,224.0,$224.00,USD,224.0,Pre-Owned,,,,,https://www.ebay.com/itm/158159774822,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 925 Sterling Silver Cable Crossover Buckle Bracelet,223.0,$223.00,USD,223.0,Pre-Owned,,,,,https://www.ebay.com/itm/137591390791,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 925 Sterling Silver Cable Ring Cushion Purple Amethyst Sz 7,175.0,$175.00,USD,175.0,Pre-Owned,,,,,https://www.ebay.com/itm/298562356943,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver 925 14K Gold X Cable Cuff Classic Bracelet,226.0,$226.00,USD,226.0,Pre-Owned,,,,,https://www.ebay.com/itm/407121343646,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Classic Cable & 18K Crossover Cuff Bracelet,235.0,$235.00,USD,235.0,Pre-Owned,,,,,https://www.ebay.com/itm/128013154215,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Crossover Cuff Bracelet 925 Sterling Silver,228.25,$228.25,USD,228.25,Pre-Owned,,,,,https://www.ebay.com/itm/168592721534,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
DAVID YURMAN sterling silver 925 with gold Oval Link Cable Chain bracelet,226.73,$226.73,USD,226.73,Pre-Owned,,,,,https://www.ebay.com/itm/377398704197,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 925 sterling silver and 14k gold cable cross necklace,228.0,$228.00,USD,228.0,Pre-Owned,,,,,https://www.ebay.com/itm/147486322324,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
Yurman Smoky Quartz Oval Cabochon Enhancer Pendant 18k Gold Sterling Silver,1049.99,"$1,049.99",USD,1049.99,Pre-Owned,,,,,https://www.ebay.com/itm/388771594699,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Sterling Silver Turquoise Bijoux Spiritual Beads Bracelet 7.5""",229.0,$229.00,USD,229.0,Pre-Owned,,,,,https://www.ebay.com/itm/318678126507,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 8mm Spiritual Bead Bracelet Lapis Lazuli .925 Sterling Silver 8.5,199.0,$199.00,USD,199.0,Pre-Owned,,,,,https://www.ebay.com/itm/206453778467,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David yurman Crossover Cuff Bracelet in Sterling Silver with 18K Yellow Gold,231.0,$231.00,USD,231.0,Pre-Owned,,,,,https://www.ebay.com/itm/407121445191,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Oval Cable Polished Link Style 925 Sterling Silver with 18K Gold,232.5,$232.50,USD,232.5,Pre-Owned,,,,,https://www.ebay.com/itm/318686014838,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
DAVID YURMAN sterling silver 925 gold Oval Link Cable Chain bracelet,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/398255940730,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Oval Cable Chain Bracelet 7.5in M 925 Sterling Silver with 18K Gold,231.08,$231.08,USD,231.08,Pre-Owned,,,,,https://www.ebay.com/itm/188751560313,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Oval Link Chain Bracelet Sterling Silver 925 18K Yellow Gold 8""",227.0,$227.00,USD,227.0,Pre-Owned,,,,,https://www.ebay.com/itm/236986014548,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Starburst Stud Earrings Sterling Silver with Diamonds, 19mm",223.0,$223.00,USD,223.0,Pre-Owned,,,,,https://www.ebay.com/itm/358890928948,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver And 18kt Gold Multi-layer Wide Crossover Cuff,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/358885274024,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Starburst Earrings with Diamonds,233.26,$233.26,USD,233.26,Pre-Owned,,,,,https://www.ebay.com/itm/188731157088,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Helena Ring with 18K Gold & Diamonds Size 8,227.15,$227.15,USD,227.15,Pre-Owned,,,,,https://www.ebay.com/itm/298560876528,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
DAVID YURMAN 925 sterling silver and 18K gold Oval Link Cable Chain bracelet,228.0,$228.00,USD,228.0,Pre-Owned,,,,,https://www.ebay.com/itm/307110418549,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Cable Buckle Bracelet 925 Sterling Silver 18K Gold Signed,231.0,$231.00,USD,231.0,Pre-Owned,,,,,https://www.ebay.com/itm/236988637567,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver 7mm Chatelaine Earrings With Pave Diamonds Stud,235.0,$235.00,USD,235.0,Pre-Owned,,,,,https://www.ebay.com/itm/398240993931,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Mobile Circle Pendant Necklace in Sterling Silver with Diamonds,285.0,$285.00,USD,285.0,Pre-Owned,,,,,https://www.ebay.com/itm/318682780321,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 8mm Spiritual Bead Bracelet Lapis Lazuli .925 Sterling Silver 8.5,227.5,$227.50,USD,227.5,Pre-Owned,,,,,https://www.ebay.com/itm/206453777667,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman 925 Sterling Silver 8mm Moonstone Spiritual Bead Bracelet 8.5""",195.0,$195.00,USD,195.0,Pre-Owned,,,,,https://www.ebay.com/itm/206458732784,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Spiritual Bead Labradorite Bracelet,299.0,$299.00,USD,299.0,Pre-Owned,,,,,https://www.ebay.com/itm/318652203963,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Sterling Silver Ring, 18k Gold. Pave’ Set Diamonds Size 8.",225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/800469516809,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Signed 925 Sterling Silver Black Dog Tag Box Chain Necklace,117.2,$117.20,USD,117.2,Pre-Owned,,,,,https://www.ebay.com/itm/377399648941,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"""David Yurman Two-Tone Sterling Silver 18k Gold Cable Crossover Size 8",223.54,$223.54,USD,223.54,Pre-Owned,,,,,https://www.ebay.com/itm/178366174346,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman 925 Sterling Silver 7 mm Cable Bangle with Diamond Accent Size M 7""",235.49,$235.49,USD,235.49,Pre-Owned,,,,,https://www.ebay.com/itm/407124001278,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Sterling Silver + 14k Gold Cross Pendant, DY 18-20” Necklace",235.0,$235.00,USD,235.0,Pre-Owned,,,,,https://www.ebay.com/itm/377393510024,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Starburst Earrings with Diamonds,232.0,$232.00,USD,232.0,Pre-Owned,,,,,https://www.ebay.com/itm/800464754591,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Elements Beaded Ball Bolo Bracelet Adjustable,275.0,$275.00,USD,275.0,Pre-Owned,,,,,https://www.ebay.com/itm/206462677285,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman .925 Sterling Silver Spiritual Beads Bracelet Carnelian With Waves,190.0,$190.00,USD,190.0,Pre-Owned,,,,,https://www.ebay.com/itm/206453746260,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 925 sterling silver and 14k gold cable cross necklace,235.65,$235.65,USD,235.65,Pre-Owned,,,,,https://www.ebay.com/itm/800469858311,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Infinity Pave Diamond 14mm Pendant Necklace,260.0,$260.00,USD,260.0,Pre-Owned,,,,,https://www.ebay.com/itm/358888426946,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Starburst Earrings with Diamonds,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/800447713076,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver 10mm Blue Topaz Diamond Cable Wrap Earrings 5g J71,150.0,$150.00,USD,150.0,Pre-Owned,,,,,https://www.ebay.com/itm/298553641832,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Cable Cuff Bracelet Two-Tone 925 Sterling Silver & Gold Tone,225.09,$225.09,USD,225.09,Pre-Owned,,,,,https://www.ebay.com/itm/336729117456,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver Starburst Earrings with Diamonds,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/377388394387,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Châtelaine Sterling Silver London Blue Topaz Diamond Ring Sz 6 14mm,700.0,$700.00,USD,700.0,Pre-Owned,,,,,https://www.ebay.com/itm/158160747750,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Cable Flex Bracelet 925 Sterling Silver 14K Gold Green Onyx Size L,500.0,$500.00,USD,500.0,Pre-Owned,,,,,https://www.ebay.com/itm/287506241201,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver with 18K Yellow Gold & Black Diamond Ring – Size 12,1700.0,"$1,700.00",USD,1700.0,Pre-Owned,,,,,https://www.ebay.com/itm/188729067864,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman 'Knot' Sterling Silver 16"" Necklace. J-48",545.0,$545.00,USD,545.0,Pre-Owned,,,,,https://www.ebay.com/itm/398249729638,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Signed 925 Sterling Silver Box Chain Bracelet w/ White Pearl,500.0,$500.00,USD,500.0,Pre-Owned,,,,,https://www.ebay.com/itm/398247110851,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Diamond Cross Ring Sterling Silver 925 Cable Band Authentic,350.0,$350.00,USD,350.0,Pre-Owned,,,,,https://www.ebay.com/itm/188744986951,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver & 14K Gold Cable Cuff Bracelet with Blue Topaz,450.0,$450.00,USD,450.0,Pre-Owned,,,,,https://www.ebay.com/itm/358884764049,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman X Cross Necklace in Sterling Silver and 14K Gold,245.65,$245.65,USD,245.65,Pre-Owned,,,,,https://www.ebay.com/itm/800448102955,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Signed Sterling Silver & 14K Gold Cable Bracelet w/ White Pearls,400.0,$400.00,USD,400.0,Pre-Owned,,,,,https://www.ebay.com/itm/178373954527,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman Sterling Silver & 14K Gold Cable Cuff Bracelet with Blue Topaz,449.0,$449.00,USD,449.0,Pre-Owned,,,,,https://www.ebay.com/itm/178373959991,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 3mm Sterling Silver 14K Gold Diamond Cable Buckle Bracelet Sz S,749.0,$749.00,USD,749.0,Pre-Owned,,,,,https://www.ebay.com/itm/178373977355,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Wellesley Long Sterling Silver Diamond Necklace 36"" w/ Box",1749.99,"$1,749.99",USD,1749.99,Pre-Owned,,,,,https://www.ebay.com/itm/298547914102,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
Retired David Yurman 925 Sterling Silver Diamond Quatrefoil Lariat Necklace,925.0,$925.00,USD,925.0,Pre-Owned,,,,,https://www.ebay.com/itm/336722122845,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 925 Sterling Silver Infinity 14mm Amethyst Pendant Necklace 16-18”,449.0,$449.00,USD,449.0,Pre-Owned,,,,,https://www.ebay.com/itm/206467151624,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
David Yurman 925 Sterling Silver Pearl & Diamond Ring Size 7.5 4.5mm Band,430.0,$430.00,USD,430.0,Brand New,,,,,https://www.ebay.com/itm/198547824156,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
"David Yurman Box Chain Necklace in Sterling Silver 925 22inch, 2.7mm",260.0,$260.00,USD,260.0,Pre-Owned,,,,,https://www.ebay.com/itm/267746576301,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc
