title,price,price_text,currency,price_usd,condition,metal_item_page,purity_item_page,weight_item_page,length_item_page,url,brand,metal,metal_url,item_id,condition_clean,item_type,purity,weight_grams
David Yurman 8mm Spiritual Bead Bracelet Lapis Lazuli .925 Sterling Silver 8.5,199.0,$199.00,USD,199.0,Pre-Owned,,,,,https://www.ebay.com/itm/206453778467,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206453778467,Pre-Owned,Bracelet,Sterling Silver,
David yurman Crossover Cuff Bracelet in Sterling Silver with 18K Yellow Gold,231.0,$231.00,USD,231.0,Pre-Owned,,,,,https://www.ebay.com/itm/407121445191,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,407121445191,Pre-Owned,Bracelet,18k Gold,
David Yurman Oval Cable Polished Link Style 925 Sterling Silver with 18K Gold,232.5,$232.50,USD,232.5,Pre-Owned,,,,,https://www.ebay.com/itm/318686014838,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,318686014838,Pre-Owned,Other,18k Gold,
DAVID YURMAN sterling silver 925 gold Oval Link Cable Chain bracelet,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/398255940730,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398255940730,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Oval Cable Chain Bracelet 7.5in M 925 Sterling Silver with 18K Gold,231.08,$231.08,USD,231.08,Pre-Owned,,,,,https://www.ebay.com/itm/188751560313,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,188751560313,Pre-Owned,Bracelet,18k Gold,
"David Yurman Oval Link Chain Bracelet Sterling Silver 925 18K Yellow Gold 8""",227.0,$227.00,USD,227.0,Pre-Owned,,,,,https://www.ebay.com/itm/236986014548,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,236986014548,Pre-Owned,Bracelet,18k Gold,
"David Yurman Starburst Stud Earrings Sterling Silver with Diamonds, 19mm",223.0,$223.00,USD,223.0,Pre-Owned,,,,,https://www.ebay.com/itm/358890928948,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358890928948,Pre-Owned,Earrings,Sterling Silver,
David Yurman Sterling Silver And 18kt Gold Multi-layer Wide Crossover Cuff,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/358885274024,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358885274024,Pre-Owned,Cuff,18k Gold,
David Yurman Sterling Silver Starburst Earrings with Diamonds,233.26,$233.26,USD,233.26,Pre-Owned,,,,,https://www.ebay.com/itm/188731157088,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,188731157088,Pre-Owned,Earrings,Sterling Silver,
David Yurman Sterling Silver Helena Ring with 18K Gold & Diamonds Size 8,227.15,$227.15,USD,227.15,Pre-Owned,,,,,https://www.ebay.com/itm/298560876528,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,298560876528,Pre-Owned,Ring,18k Gold,
DAVID YURMAN 925 sterling silver and 18K gold Oval Link Cable Chain bracelet,228.0,$228.00,USD,228.0,Pre-Owned,,,,,https://www.ebay.com/itm/307110418549,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,307110418549,Pre-Owned,Bracelet,18k Gold,
David Yurman Cable Buckle Bracelet 925 Sterling Silver 18K Gold Signed,231.0,$231.00,USD,231.0,Pre-Owned,,,,,https://www.ebay.com/itm/236988637567,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,236988637567,Pre-Owned,Bracelet,18k Gold,
David Yurman Sterling Silver 7mm Chatelaine Earrings With Pave Diamonds Stud,235.0,$235.00,USD,235.0,Pre-Owned,,,,,https://www.ebay.com/itm/398240993931,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398240993931,Pre-Owned,Earrings,Sterling Silver,
David Yurman Mobile Circle Pendant Necklace in Sterling Silver with Diamonds,285.0,$285.00,USD,285.0,Pre-Owned,,,,,https://www.ebay.com/itm/318682780321,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,318682780321,Pre-Owned,Necklace,Sterling Silver,
David Yurman 8mm Spiritual Bead Bracelet Lapis Lazuli .925 Sterling Silver 8.5,227.5,$227.50,USD,227.5,Pre-Owned,,,,,https://www.ebay.com/itm/206453777667,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206453777667,Pre-Owned,Bracelet,Sterling Silver,
"David Yurman 925 Sterling Silver 8mm Moonstone Spiritual Bead Bracelet 8.5""",195.0,$195.00,USD,195.0,Pre-Owned,,,,,https://www.ebay.com/itm/206458732784,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206458732784,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Sterling Silver Spiritual Bead Labradorite Bracelet,299.0,$299.00,USD,299.0,Pre-Owned,,,,,https://www.ebay.com/itm/318652203963,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,318652203963,Pre-Owned,Bracelet,Sterling Silver,
"David Yurman Sterling Silver Ring, 18k Gold. Pave’ Set Diamonds Size 8.",225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/800469516809,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,800469516809,Pre-Owned,Ring,18k Gold,
David Yurman Signed 925 Sterling Silver Black Dog Tag Box Chain Necklace,117.2,$117.20,USD,117.2,Pre-Owned,,,,,https://www.ebay.com/itm/377399648941,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,377399648941,Pre-Owned,Necklace,Sterling Silver,
"""David Yurman Two-Tone Sterling Silver 18k Gold Cable Crossover Size 8",223.54,$223.54,USD,223.54,Pre-Owned,,,,,https://www.ebay.com/itm/178366174346,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,178366174346,Pre-Owned,Other,18k Gold,
"David Yurman 925 Sterling Silver 7 mm Cable Bangle with Diamond Accent Size M 7""",235.49,$235.49,USD,235.49,Pre-Owned,,,,,https://www.ebay.com/itm/407124001278,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,407124001278,Pre-Owned,Bangle,Sterling Silver,
"David Yurman Sterling Silver + 14k Gold Cross Pendant, DY 18-20” Necklace",235.0,$235.00,USD,235.0,Pre-Owned,,,,,https://www.ebay.com/itm/377393510024,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,377393510024,Pre-Owned,Necklace,14k Gold,
David Yurman Sterling Silver Starburst Earrings with Diamonds,232.0,$232.00,USD,232.0,Pre-Owned,,,,,https://www.ebay.com/itm/800464754591,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,800464754591,Pre-Owned,Earrings,Sterling Silver,
David Yurman Sterling Silver Elements Beaded Ball Bolo Bracelet Adjustable,275.0,$275.00,USD,275.0,Pre-Owned,,,,,https://www.ebay.com/itm/206462677285,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206462677285,Pre-Owned,Bracelet,Sterling Silver,
David Yurman .925 Sterling Silver Spiritual Beads Bracelet Carnelian With Waves,190.0,$190.00,USD,190.0,Pre-Owned,,,,,https://www.ebay.com/itm/206453746260,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206453746260,Pre-Owned,Bracelet,Sterling Silver,
David Yurman 925 sterling silver and 14k gold cable cross necklace,235.65,$235.65,USD,235.65,Pre-Owned,,,,,https://www.ebay.com/itm/800469858311,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,800469858311,Pre-Owned,Necklace,14k Gold,
David Yurman Sterling Silver Infinity Pave Diamond 14mm Pendant Necklace,260.0,$260.00,USD,260.0,Pre-Owned,,,,,https://www.ebay.com/itm/358888426946,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358888426946,Pre-Owned,Necklace,Sterling Silver,
David Yurman Sterling Silver Starburst Earrings with Diamonds,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/800447713076,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,800447713076,Pre-Owned,Earrings,Sterling Silver,
David Yurman Sterling Silver 10mm Blue Topaz Diamond Cable Wrap Earrings 5g J71,150.0,$150.00,USD,150.0,Pre-Owned,,,,,https://www.ebay.com/itm/298553641832,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,298553641832,Pre-Owned,Earrings,Sterling Silver,5.0
David Yurman Cable Cuff Bracelet Two-Tone 925 Sterling Silver & Gold Tone,225.09,$225.09,USD,225.09,Pre-Owned,,,,,https://www.ebay.com/itm/336729117456,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,336729117456,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Sterling Silver Starburst Earrings with Diamonds,225.0,$225.00,USD,225.0,Pre-Owned,,,,,https://www.ebay.com/itm/377388394387,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,377388394387,Pre-Owned,Earrings,Sterling Silver,
David Yurman Châtelaine Sterling Silver London Blue Topaz Diamond Ring Sz 6 14mm,700.0,$700.00,USD,700.0,Pre-Owned,,,,,https://www.ebay.com/itm/158160747750,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,158160747750,Pre-Owned,Ring,Sterling Silver,
David Yurman Cable Flex Bracelet 925 Sterling Silver 14K Gold Green Onyx Size L,500.0,$500.00,USD,500.0,Pre-Owned,,,,,https://www.ebay.com/itm/287506241201,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,287506241201,Pre-Owned,Bracelet,14k Gold,
David Yurman Sterling Silver with 18K Yellow Gold & Black Diamond Ring – Size 12,1700.0,"$1,700.00",USD,1700.0,Pre-Owned,,,,,https://www.ebay.com/itm/188729067864,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,188729067864,Pre-Owned,Ring,18k Gold,
"David Yurman 'Knot' Sterling Silver 16"" Necklace. J-48",545.0,$545.00,USD,545.0,Pre-Owned,,,,,https://www.ebay.com/itm/398249729638,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398249729638,Pre-Owned,Necklace,Sterling Silver,
David Yurman Signed 925 Sterling Silver Box Chain Bracelet w/ White Pearl,500.0,$500.00,USD,500.0,Pre-Owned,,,,,https://www.ebay.com/itm/398247110851,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398247110851,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Diamond Cross Ring Sterling Silver 925 Cable Band Authentic,350.0,$350.00,USD,350.0,Pre-Owned,,,,,https://www.ebay.com/itm/188744986951,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,188744986951,Pre-Owned,Ring,Sterling Silver,
David Yurman Sterling Silver & 14K Gold Cable Cuff Bracelet with Blue Topaz,450.0,$450.00,USD,450.0,Pre-Owned,,,,,https://www.ebay.com/itm/358884764049,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358884764049,Pre-Owned,Bracelet,14k Gold,
David Yurman X Cross Necklace in Sterling Silver and 14K Gold,245.65,$245.65,USD,245.65,Pre-Owned,,,,,https://www.ebay.com/itm/800448102955,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,800448102955,Pre-Owned,Necklace,14k Gold,
David Yurman Signed Sterling Silver & 14K Gold Cable Bracelet w/ White Pearls,400.0,$400.00,USD,400.0,Pre-Owned,,,,,https://www.ebay.com/itm/178373954527,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,178373954527,Pre-Owned,Bracelet,14k Gold,
David Yurman Sterling Silver & 14K Gold Cable Cuff Bracelet with Blue Topaz,449.0,$449.00,USD,449.0,Pre-Owned,,,,,https://www.ebay.com/itm/178373959991,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,178373959991,Pre-Owned,Bracelet,14k Gold,
David Yurman 3mm Sterling Silver 14K Gold Diamond Cable Buckle Bracelet Sz S,749.0,$749.00,USD,749.0,Pre-Owned,,,,,https://www.ebay.com/itm/178373977355,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,178373977355,Pre-Owned,Bracelet,14k Gold,
"David Yurman Wellesley Long Sterling Silver Diamond Necklace 36"" w/ Box",1749.99,"$1,749.99",USD,1749.99,Pre-Owned,,,,,https://www.ebay.com/itm/298547914102,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,298547914102,Pre-Owned,Necklace,Sterling Silver,
Retired David Yurman 925 Sterling Silver Diamond Quatrefoil Lariat Necklace,925.0,$925.00,USD,925.0,Pre-Owned,,,,,https://www.ebay.com/itm/336722122845,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,336722122845,Pre-Owned,Necklace,Sterling Silver,
David Yurman 925 Sterling Silver Infinity 14mm Amethyst Pendant Necklace 16-18”,449.0,$449.00,USD,449.0,Pre-Owned,,,,,https://www.ebay.com/itm/206467151624,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206467151624,Pre-Owned,Necklace,Sterling Silver,
David Yurman 925 Sterling Silver Pearl & Diamond Ring Size 7.5 4.5mm Band,430.0,$430.00,USD,430.0,Brand New,,,,,https://www.ebay.com/itm/198547824156,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,198547824156,New,Ring,Sterling Silver,
"David Yurman Box Chain Necklace in Sterling Silver 925 22inch, 2.7mm",260.0,$260.00,USD,260.0,Pre-Owned,,,,,https://www.ebay.com/itm/267746576301,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,267746576301,Pre-Owned,Necklace,Sterling Silver,
David Yurman 925 Sterling Silver Pearl Twisted Wire Bangle Bracelet M,224.28,$224.28,USD,224.28,Pre-Owned,,,,,https://www.ebay.com/itm/287504497545,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,287504497545,Pre-Owned,Bracelet,Sterling Silver,
"David Yurman Sterling Silver 3.6mm Box Chain Bracelet 8"" EUC medium",260.0,$260.00,USD,260.0,Pre-Owned,,,,,https://www.ebay.com/itm/227458030982,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,227458030982,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Sterling Silver and 14K Yellow Gold Cable  Post Earrings,252.0,$252.00,USD,252.0,Pre-Owned,,,,,https://www.ebay.com/itm/236989564556,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,236989564556,Pre-Owned,Earrings,14k Gold,
David Yurman Oval Link 18K Gold 750 & Sterling Silver 925 Bracelet 28.2g,350.0,$350.00,USD,350.0,Pre-Owned,,,,,https://www.ebay.com/itm/206465660958,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,206465660958,Pre-Owned,Bracelet,18k Gold,28.2
David Yurman 925 Sterling Silver Petite Cross Chain Bracelet with Pave Diamonds,349.99,$349.99,USD,349.99,Pre-Owned,,,,,https://www.ebay.com/itm/307109945815,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,307109945815,Pre-Owned,Bracelet,Sterling Silver,
"David Yurman Diamond Buckle Curb Chain Necklace | Sterling Silver 925 | 17.25""",1195.0,"$1,195.00",USD,1195.0,Pre-Owned,,,,,https://www.ebay.com/itm/257665334456,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,257665334456,Pre-Owned,Necklace,Sterling Silver,
Vintage David Yurman 925 Sterling Silver Cable Bangle Bracelet (14.75 Grams),250.0,$250.00,USD,250.0,Pre-Owned,,,,,https://www.ebay.com/itm/188738541344,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,188738541344,Pre-Owned,Bracelet,Sterling Silver,14.75
"David Yurman Sterling Silver Men's Chevron Band Ring, 8 mm - Size 10",340.0,$340.00,USD,340.0,Pre-Owned,,,,,https://www.ebay.com/itm/137582267560,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,137582267560,Pre-Owned,Ring,Sterling Silver,
David Yurman Sterling Silver X Crossover Diamond Band Ring. Size 4 (B6),174.0,$174.00,USD,174.0,Pre-Owned,,,,,https://www.ebay.com/itm/278251231500,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,278251231500,Pre-Owned,Ring,Sterling Silver,
DAVID YURMAN STERLING SILVER ARMORY LINK BRACELET circa 2012,599.0,$599.00,USD,599.0,Pre-Owned,,,,,https://www.ebay.com/itm/298553643625,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,298553643625,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Sterling Silver Dragon Amulet,290.0,$290.00,USD,290.0,Pre-Owned,,,,,https://www.ebay.com/itm/398243115452,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398243115452,Pre-Owned,Other,Sterling Silver,
David yurman Sterling silver 925 Diamond Pave stud Albion earrings 11x11 mm,325.0,$325.00,USD,325.0,Pre-Owned,,,,,https://www.ebay.com/itm/358863727375,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358863727375,Pre-Owned,Earrings,Sterling Silver,
David Yurman Sterling Silver Wide Cable Crossover Band Ring Size 8,108.4,$108.40,USD,108.4,Pre-Owned,,,,,https://www.ebay.com/itm/366587996469,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,366587996469,Pre-Owned,Ring,Sterling Silver,
David Yurman Starburst Necklace with Pendant 925 Sterling Silver,118.0,$118.00,USD,118.0,Pre-Owned,,,,,https://www.ebay.com/itm/398250973139,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398250973139,Pre-Owned,Necklace,Sterling Silver,
David Yurman Sterling Silver 925 Wheat Bracelet | 14k Accents | 7”,450.0,$450.00,USD,450.0,Pre-Owned,,,,,https://www.ebay.com/itm/377391393197,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,377391393197,Pre-Owned,Bracelet,14k Gold,
David Yurman Sterling Silver Turquoise Diamond Cable Stud Earrings 925,279.0,$279.00,USD,279.0,Pre-Owned,,,,,https://www.ebay.com/itm/358875607424,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358875607424,Pre-Owned,Earrings,Sterling Silver,
David Yurman Necklace Sterling Silver & 18K Yellow Gold Interlocking Circles,465.0,$465.00,USD,465.0,Pre-Owned,,,,,https://www.ebay.com/itm/236989594830,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,236989594830,Pre-Owned,Necklace,18k Gold,
David Yurman Double Twisted Cable Hoop Earrings Sterling Silver with Pouch,260.0,$260.00,USD,260.0,Brand New,,,,,https://www.ebay.com/itm/147481121400,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,147481121400,New,Earrings,Sterling Silver,
David Yurman 925 Sterling Silver Blue Enamel Box Chain Necklace,450.0,$450.00,USD,450.0,Pre-Owned,,,,,https://www.ebay.com/itm/800445430482,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,800445430482,Pre-Owned,Necklace,Sterling Silver,
David Yurman Sterling Silver Pave Diamond Dog Tag Pendant 27mm Necklace ~20-22in,700.0,$700.00,USD,700.0,Pre-Owned,,,,,https://www.ebay.com/itm/267747482243,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,267747482243,Pre-Owned,Necklace,Sterling Silver,
David Yurman Sterling Silver Mary Amulet Pendant 20mm,280.0,$280.00,USD,280.0,Pre-Owned,,,,,https://www.ebay.com/itm/398243098064,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398243098064,Pre-Owned,Pendant,Sterling Silver,
David Yurman Sterling Silver Lapis Lazuli Diamond Cable Stud Earrings 925,329.0,$329.00,USD,329.0,Pre-Owned,,,,,https://www.ebay.com/itm/358875613596,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,358875613596,Pre-Owned,Earrings,Sterling Silver,
David Yurman 925 Sterling Silver 8mm Red Tiger Eye Spiritual Bead Bracelet 8.5',199.0,$199.00,USD,199.0,Pre-Owned,,,,,https://www.ebay.com/itm/307109945062,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,307109945062,Pre-Owned,Bracelet,Sterling Silver,
David Yurman Sterling Silver Petite Puffy Cable Heart Necklace 18”,230.0,$230.00,USD,230.0,Pre-Owned,,,,,https://www.ebay.com/itm/398243147821,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,398243147821,Pre-Owned,Necklace,Sterling Silver,
David Yurman Sterling Silver 18K Gold Double Wheat Chain Bracelet Two Tone,1200.0,"$1,200.00",USD,1200.0,Pre-Owned,,,,,https://www.ebay.com/itm/407123831267,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,407123831267,Pre-Owned,Bracelet,18k Gold,
David Yurman Waves Band Ring 925 Sterling Silver 18K Gold Pave Diamond Sz 9.5,3499.0,"$3,499.00",USD,3499.0,Pre-Owned,,,,,https://www.ebay.com/itm/227463588265,David Yurman,Sterling Silver,https://www.ebay.com/b/David-Yurman/bn_21823139?Brand=David%2520Yurman&Metal=Sterling%2520Silver&mag=1&rt=nc,227463588265,Pre-Owned,Ring,18k Gold,
